Linux 3.10.0-1127.19.1.el7.x86_64 (localhost.localdomain) 	05/09/2023 	_x86_64_	(4 CPU)

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1683601066     0     10201         0   88.00    0.00    0.00   88.00     1     39.00      0.00 3851748 2988492  37.31      0.00      0.00      0.00  game
 1683601066     0         0     10201    0.00    0.00    0.00    0.00     1      0.00      0.00 3851748 2988492  37.31      0.00      0.00      0.00  |__game
 1683601066     0         0     10205    0.00    0.00    0.00    0.00     1      0.00      0.00 3851748 2988492  37.31      0.00      0.00      0.00  |__log_f
 1683601066     0         0     10206    0.00    0.00    0.00    0.00     3     19.00      0.00 3851748 2988492  37.31      0.00      0.00      0.00  |__timer
 1683601066     0         0     10207    0.00    0.00    0.00    0.00     3      0.00      0.00 3851748 2988492  37.31      0.00      0.00      0.00  |__net
 1683601066     0         0     10208    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988492  37.31      0.00      0.00      0.00  |__connector
 1683601066     0         0     10209   17.00    0.00    0.00   17.00     0      5.00      0.00 3851748 2988492  37.31      0.00      0.00      0.00  |__0-M
 1683601066     0         0     10210   21.00    0.00    0.00   21.00     2      5.00      0.00 3851748 2988492  37.31      0.00      0.00      0.00  |__1-B
 1683601066     0         0     10211   19.00    0.00    0.00   19.00     1      5.00      0.00 3851748 2988492  37.31      0.00      0.00      0.00  |__2-B
 1683601066     0         0     10212   27.00    0.00    0.00   27.00     2      5.00      0.00 3851748 2988492  37.31      0.00      0.00      0.00  |__3-B
 1683601066     0         0     10238    4.00    0.00    0.00    4.00     3      0.00      0.00 3851748 2988492  37.31      0.00      0.00      0.00  |__roi

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1683601067     0     10201         0  101.00    1.00    0.00  102.00     1     39.00      0.00 3851748 2988436  37.31      0.00      4.00      0.00  game
 1683601067     0         0     10201    1.00    0.00    0.00    1.00     1      0.00      0.00 3851748 2988436  37.31      0.00      0.00      0.00  |__game
 1683601067     0         0     10205    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988436  37.31      0.00      4.00      0.00  |__log_f
 1683601067     0         0     10206    0.00    1.00    0.00    1.00     1     19.00      0.00 3851748 2988436  37.31      0.00      0.00      0.00  |__timer
 1683601067     0         0     10207    0.00    0.00    0.00    0.00     3      0.00      0.00 3851748 2988436  37.31      0.00      0.00      0.00  |__net
 1683601067     0         0     10208    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988436  37.31      0.00      0.00      0.00  |__connector
 1683601067     0         0     10209   30.00    0.00    0.00   30.00     3      5.00      0.00 3851748 2988436  37.31      0.00      0.00      0.00  |__0-M
 1683601067     0         0     10210   20.00    0.00    0.00   20.00     1      5.00      0.00 3851748 2988436  37.31      0.00      0.00      0.00  |__1-B
 1683601067     0         0     10211   25.00    0.00    0.00   25.00     3      5.00      0.00 3851748 2988436  37.31      0.00      0.00      0.00  |__2-B
 1683601067     0         0     10212   23.00    0.00    0.00   23.00     2      5.00      0.00 3851748 2988436  37.31      0.00      0.00      0.00  |__3-B
 1683601067     0         0     10238    3.00    0.00    0.00    3.00     0      0.00      0.00 3851748 2988436  37.31      0.00      0.00      0.00  |__roi

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1683601068     0     10201         0   90.00    0.00    0.00   90.00     0     38.00      0.00 3851748 2988420  37.31      0.00      4.00      0.00  game
 1683601068     0         0     10201    1.00    0.00    0.00    1.00     0      0.00      0.00 3851748 2988420  37.31      0.00      0.00      0.00  |__game
 1683601068     0         0     10205    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988420  37.31      0.00      4.00      0.00  |__log_f
 1683601068     0         0     10206    0.00    0.00    0.00    0.00     0     18.00      0.00 3851748 2988420  37.31      0.00      0.00      0.00  |__timer
 1683601068     0         0     10207    0.00    0.00    0.00    0.00     3      0.00      0.00 3851748 2988420  37.31      0.00      0.00      0.00  |__net
 1683601068     0         0     10208    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988420  37.31      0.00      0.00      0.00  |__connector
 1683601068     0         0     10209   15.00    0.00    0.00   15.00     1      5.00      0.00 3851748 2988420  37.31      0.00      0.00      0.00  |__0-M
 1683601068     0         0     10210   25.00    0.00    0.00   25.00     1      5.00      0.00 3851748 2988420  37.31      0.00      0.00      0.00  |__1-B
 1683601068     0         0     10211   26.00    0.00    0.00   26.00     3      5.00      0.00 3851748 2988420  37.31      0.00      0.00      0.00  |__2-B
 1683601068     0         0     10212   19.00    0.00    0.00   19.00     2      5.00      0.00 3851748 2988420  37.31      0.00      0.00      0.00  |__3-B
 1683601068     0         0     10238    3.00    0.00    0.00    3.00     0      0.00      0.00 3851748 2988420  37.31      0.00      0.00      0.00  |__roi

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1683601069     0     10201         0  108.00    0.00    0.00  108.00     2     41.00      0.00 3851748 2988552  37.31      0.00      0.00      0.00  game
 1683601069     0         0     10201    1.00    0.00    0.00    1.00     2      0.00      0.00 3851748 2988552  37.31      0.00      0.00      0.00  |__game
 1683601069     0         0     10205    0.00    0.00    0.00    0.00     2      0.00      0.00 3851748 2988552  37.31      0.00      0.00      0.00  |__log_f
 1683601069     0         0     10206    0.00    0.00    0.00    0.00     2     21.00      0.00 3851748 2988552  37.31      0.00      0.00      0.00  |__timer
 1683601069     0         0     10207    0.00    0.00    0.00    0.00     3      0.00      0.00 3851748 2988552  37.31      0.00      0.00      0.00  |__net
 1683601069     0         0     10208    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988552  37.31      0.00      0.00      0.00  |__connector
 1683601069     0         0     10209   33.00    0.00    0.00   33.00     1      5.00      0.00 3851748 2988552  37.31      0.00      0.00      0.00  |__0-M
 1683601069     0         0     10210   26.00    0.00    0.00   26.00     0      5.00      0.00 3851748 2988552  37.31      0.00      0.00      0.00  |__1-B
 1683601069     0         0     10211   22.00    0.00    0.00   22.00     3      5.00      0.00 3851748 2988552  37.31      0.00      0.00      0.00  |__2-B
 1683601069     0         0     10212   23.00    0.00    0.00   23.00     3      5.00      0.00 3851748 2988552  37.31      0.00      0.00      0.00  |__3-B
 1683601069     0         0     10238    3.00    0.00    0.00    3.00     2      0.00      0.00 3851748 2988552  37.31      0.00      0.00      0.00  |__roi

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1683601070     0     10201         0   96.00    1.00    0.00   97.00     0     45.00      0.00 3851748 2988496  37.31      0.00      4.00      0.00  game
 1683601070     0         0     10201    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988496  37.31      0.00      0.00      0.00  |__game
 1683601070     0         0     10205    0.00    0.00    0.00    0.00     2      0.00      0.00 3851748 2988496  37.31      0.00      4.00      0.00  |__log_f
 1683601070     0         0     10206    0.00    0.00    0.00    0.00     2     19.00      0.00 3851748 2988496  37.31      0.00      0.00      0.00  |__timer
 1683601070     0         0     10207    0.00    0.00    0.00    0.00     3      0.00      0.00 3851748 2988496  37.31      0.00      0.00      0.00  |__net
 1683601070     0         0     10208    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988496  37.31      0.00      0.00      0.00  |__connector
 1683601070     0         0     10209   23.00    0.00    0.00   23.00     1     10.00      0.00 3851748 2988496  37.31      0.00      0.00      0.00  |__0-M
 1683601070     0         0     10210   23.00    0.00    0.00   23.00     0      5.00      0.00 3851748 2988496  37.31      0.00      0.00      0.00  |__1-B
 1683601070     0         0     10211   19.00    0.00    0.00   19.00     3      5.00      0.00 3851748 2988496  37.31      0.00      0.00      0.00  |__2-B
 1683601070     0         0     10212   27.00    0.00    0.00   27.00     0      5.00      0.00 3851748 2988496  37.31      0.00      0.00      0.00  |__3-B
 1683601070     0         0     10238    4.00    0.00    0.00    4.00     2      1.00      0.00 3851748 2988496  37.31      0.00      0.00      0.00  |__roi

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1683601071     0     10201         0  101.00    0.00    0.00  101.00     3     39.00      0.00 3851748 2988388  37.31      0.00      0.00      0.00  game
 1683601071     0         0     10201    1.00    0.00    0.00    1.00     3      0.00      0.00 3851748 2988388  37.31      0.00      0.00      0.00  |__game
 1683601071     0         0     10205    0.00    0.00    0.00    0.00     3      0.00      0.00 3851748 2988388  37.31      0.00      0.00      0.00  |__log_f
 1683601071     0         0     10206    0.00    0.00    0.00    0.00     2     19.00      0.00 3851748 2988388  37.31      0.00      0.00      0.00  |__timer
 1683601071     0         0     10207    0.00    0.00    0.00    0.00     3      0.00      0.00 3851748 2988388  37.31      0.00      0.00      0.00  |__net
 1683601071     0         0     10208    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988388  37.31      0.00      0.00      0.00  |__connector
 1683601071     0         0     10209   28.00    0.00    0.00   28.00     1      5.00      0.00 3851748 2988388  37.31      0.00      0.00      0.00  |__0-M
 1683601071     0         0     10210   19.00    0.00    0.00   19.00     0      5.00      0.00 3851748 2988388  37.31      0.00      0.00      0.00  |__1-B
 1683601071     0         0     10211   24.00    0.00    0.00   24.00     3      5.00      0.00 3851748 2988388  37.31      0.00      0.00      0.00  |__2-B
 1683601071     0         0     10212   25.00    0.00    0.00   25.00     0      5.00      0.00 3851748 2988388  37.31      0.00      0.00      0.00  |__3-B
 1683601071     0         0     10238    3.00    0.00    0.00    3.00     2      0.00      0.00 3851748 2988388  37.31      0.00      0.00      0.00  |__roi

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1683601072     0     10201         0   90.00    0.00    0.00   90.00     3     38.00      0.00 3851748 2988576  37.32      0.00      8.00      0.00  game
 1683601072     0         0     10201    1.00    0.00    0.00    1.00     3      0.00      0.00 3851748 2988576  37.32      0.00      0.00      0.00  |__game
 1683601072     0         0     10205    0.00    0.00    0.00    0.00     3      0.00      0.00 3851748 2988576  37.32      0.00      8.00      0.00  |__log_f
 1683601072     0         0     10206    0.00    1.00    0.00    1.00     3     18.00      0.00 3851748 2988576  37.32      0.00      0.00      0.00  |__timer
 1683601072     0         0     10207    0.00    0.00    0.00    0.00     3      0.00      0.00 3851748 2988576  37.32      0.00      0.00      0.00  |__net
 1683601072     0         0     10208    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988576  37.32      0.00      0.00      0.00  |__connector
 1683601072     0         0     10209   13.00    0.00    0.00   13.00     1      5.00      0.00 3851748 2988576  37.32      0.00      0.00      0.00  |__0-M
 1683601072     0         0     10210   26.00    0.00    0.00   26.00     0      5.00      0.00 3851748 2988576  37.32      0.00      0.00      0.00  |__1-B
 1683601072     0         0     10211   28.00    0.00    0.00   28.00     2      5.00      0.00 3851748 2988576  37.32      0.00      0.00      0.00  |__2-B
 1683601072     0         0     10212   21.00    0.00    0.00   21.00     0      5.00      0.00 3851748 2988576  37.32      0.00      0.00      0.00  |__3-B
 1683601072     0         0     10238    3.00    0.00    0.00    3.00     3      0.00      0.00 3851748 2988576  37.32      0.00      0.00      0.00  |__roi

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1683601073     0     10201         0  107.00    0.00    0.00  107.00     0     38.00      0.00 3851748 2988472  37.31      0.00      0.00      0.00  game
 1683601073     0         0     10201    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988472  37.31      0.00      0.00      0.00  |__game
 1683601073     0         0     10205    0.00    0.00    0.00    0.00     3      0.00      0.00 3851748 2988472  37.31      0.00      0.00      0.00  |__log_f
 1683601073     0         0     10206    0.00    0.00    0.00    0.00     1     19.00      0.00 3851748 2988472  37.31      0.00      0.00      0.00  |__timer
 1683601073     0         0     10207    0.00    0.00    0.00    0.00     3      0.00      0.00 3851748 2988472  37.31      0.00      0.00      0.00  |__net
 1683601073     0         0     10208    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988472  37.31      0.00      0.00      0.00  |__connector
 1683601073     0         0     10209   38.00    0.00    0.00   38.00     3      5.00      0.00 3851748 2988472  37.31      0.00      0.00      0.00  |__0-M
 1683601073     0         0     10210   23.00    0.00    0.00   23.00     1      4.00      0.00 3851748 2988472  37.31      0.00      0.00      0.00  |__1-B
 1683601073     0         0     10211   21.00    0.00    0.00   21.00     2      5.00      0.00 3851748 2988472  37.31      0.00      0.00      0.00  |__2-B
 1683601073     0         0     10212   20.00    0.00    0.00   20.00     0      5.00      0.00 3851748 2988472  37.31      0.00      0.00      0.00  |__3-B
 1683601073     0         0     10238    3.00    0.00    0.00    3.00     1      0.00      0.00 3851748 2988472  37.31      0.00      0.00      0.00  |__roi

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1683601074     0     10201         0   97.03    0.99    0.00   98.02     0     43.56      0.00 3851748 2988336  37.31      0.00      0.00      0.00  game
 1683601074     0         0     10201    0.99    0.00    0.00    0.99     0      0.00      0.00 3851748 2988336  37.31      0.00      0.00      0.00  |__game
 1683601074     0         0     10205    0.00    0.00    0.00    0.00     2      0.00      0.00 3851748 2988336  37.31      0.00      0.00      0.00  |__log_f
 1683601074     0         0     10206    0.00    0.00    0.00    0.00     3     18.81      0.00 3851748 2988336  37.31      0.00      0.00      0.00  |__timer
 1683601074     0         0     10207    0.00    0.00    0.00    0.00     2      0.00      0.00 3851748 2988336  37.31      0.00      0.00      0.00  |__net
 1683601074     0         0     10208    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988336  37.31      0.00      0.00      0.00  |__connector
 1683601074     0         0     10209   21.78    0.00    0.00   21.78     3      9.90      0.00 3851748 2988336  37.31      0.00      0.00      0.00  |__0-M
 1683601074     0         0     10210   25.74    0.00    0.00   25.74     1      4.95      0.00 3851748 2988336  37.31      0.00      0.00      0.00  |__1-B
 1683601074     0         0     10211   20.79    0.00    0.00   20.79     2      4.95      0.00 3851748 2988336  37.31      0.00      0.00      0.00  |__2-B
 1683601074     0         0     10212   25.74    0.00    0.00   25.74     0      3.96      0.00 3851748 2988336  37.31      0.00      0.00      0.00  |__3-B
 1683601074     0         0     10238    2.97    0.99    0.00    3.96     3      0.99      0.00 3851748 2988336  37.31      0.00      0.00      0.00  |__roi

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1683601075     0     10201         0  104.00    0.00    0.00  104.00     2     46.00      0.00 3851748 2988256  37.31      0.00      4.00      0.00  game
 1683601075     0         0     10201    1.00    0.00    0.00    1.00     2      0.00      0.00 3851748 2988256  37.31      0.00      0.00      0.00  |__game
 1683601075     0         0     10205    0.00    0.00    0.00    0.00     1      0.00      0.00 3851748 2988256  37.31      0.00      4.00      0.00  |__log_f
 1683601075     0         0     10206    0.00    0.00    0.00    0.00     0     20.00      0.00 3851748 2988256  37.31      0.00      0.00      0.00  |__timer
 1683601075     0         0     10207    0.00    0.00    0.00    0.00     2      0.00      0.00 3851748 2988256  37.31      0.00      0.00      0.00  |__net
 1683601075     0         0     10208    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988256  37.31      0.00      0.00      0.00  |__connector
 1683601075     0         0     10209   29.00    0.00    0.00   29.00     3     10.00      0.00 3851748 2988256  37.31      0.00      0.00      0.00  |__0-M
 1683601075     0         0     10210   22.00    0.00    0.00   22.00     1      5.00      0.00 3851748 2988256  37.31      0.00      0.00      0.00  |__1-B
 1683601075     0         0     10211   23.00    0.00    0.00   23.00     2      5.00      0.00 3851748 2988256  37.31      0.00      0.00      0.00  |__2-B
 1683601075     0         0     10212   26.00    0.00    0.00   26.00     0      5.00      0.00 3851748 2988256  37.31      0.00      0.00      0.00  |__3-B
 1683601075     0         0     10238    3.00    0.00    0.00    3.00     2      1.00      0.00 3851748 2988256  37.31      0.00      0.00      0.00  |__roi

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1683601076     0     10201         0   76.00    0.00    0.00   76.00     2     51.00      0.00 3851748 2988424  37.31      0.00      8.00      0.00  game
 1683601076     0         0     10201    1.00    0.00    0.00    1.00     2      0.00      0.00 3851748 2988424  37.31      0.00      0.00      0.00  |__game
 1683601076     0         0     10205    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988424  37.31      0.00      8.00      0.00  |__log_f
 1683601076     0         0     10206    0.00    0.00    0.00    0.00     1     19.00      0.00 3851748 2988424  37.31      0.00      0.00      0.00  |__timer
 1683601076     0         0     10207    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988424  37.31      0.00      0.00      0.00  |__net
 1683601076     0         0     10208    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988424  37.31      0.00      0.00      0.00  |__connector
 1683601076     0         0     10209    7.00    0.00    0.00    7.00     3     15.00      0.00 3851748 2988424  37.31      0.00      0.00      0.00  |__0-M
 1683601076     0         0     10210   18.00    0.00    0.00   18.00     1      5.00      0.00 3851748 2988424  37.31      0.00      0.00      0.00  |__1-B
 1683601076     0         0     10211   24.00    0.00    0.00   24.00     2      5.00      0.00 3851748 2988424  37.31      0.00      0.00      0.00  |__2-B
 1683601076     0         0     10212   22.00    0.00    0.00   22.00     0      5.00      0.00 3851748 2988424  37.31      0.00      0.00      0.00  |__3-B
 1683601076     0         0     10238    4.00    0.00    0.00    4.00     3      2.00      0.00 3851748 2988424  37.31      0.00      0.00      0.00  |__roi

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1683601077     0     10201         0  113.00    0.00    0.00  113.00     0     51.00      0.00 3851748 2988320  37.31      0.00      0.00      0.00  game
 1683601077     0         0     10201    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988320  37.31      0.00      0.00      0.00  |__game
 1683601077     0         0     10205    0.00    0.00    0.00    0.00     1      0.00      0.00 3851748 2988320  37.31      0.00      0.00      0.00  |__log_f
 1683601077     0         0     10206    0.00    1.00    0.00    1.00     2     19.00      0.00 3851748 2988320  37.31      0.00      0.00      0.00  |__timer
 1683601077     0         0     10207    0.00    0.00    0.00    0.00     2      0.00      0.00 3851748 2988320  37.31      0.00      0.00      0.00  |__net
 1683601077     0         0     10208    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988320  37.31      0.00      0.00      0.00  |__connector
 1683601077     0         0     10209   39.00    0.00    0.00   39.00     3     15.00      0.00 3851748 2988320  37.31      0.00      0.00      0.00  |__0-M
 1683601077     0         0     10210   23.00    0.00    0.00   23.00     0      5.00      0.00 3851748 2988320  37.31      0.00      0.00      0.00  |__1-B
 1683601077     0         0     10211   26.00    0.00    0.00   26.00     1      5.00      0.00 3851748 2988320  37.31      0.00      0.00      0.00  |__2-B
 1683601077     0         0     10212   19.00    0.00    0.00   19.00     3      5.00      0.00 3851748 2988320  37.31      0.00      0.00      0.00  |__3-B
 1683601077     0         0     10238    4.00    0.00    0.00    4.00     2      2.00      0.00 3851748 2988320  37.31      0.00      0.00      0.00  |__roi

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1683601078     0     10201         0   84.00    0.00    0.00   84.00     3     37.00      0.00 3851748 2988504  37.31      0.00      4.00      0.00  game
 1683601078     0         0     10201    1.00    0.00    0.00    1.00     3      0.00      0.00 3851748 2988504  37.31      0.00      0.00      0.00  |__game
 1683601078     0         0     10205    0.00    0.00    0.00    0.00     1      0.00      0.00 3851748 2988504  37.31      0.00      4.00      0.00  |__log_f
 1683601078     0         0     10206    0.00    0.00    0.00    0.00     2     17.00      0.00 3851748 2988504  37.31      0.00      0.00      0.00  |__timer
 1683601078     0         0     10207    0.00    0.00    0.00    0.00     2      0.00      0.00 3851748 2988504  37.31      0.00      0.00      0.00  |__net
 1683601078     0         0     10208    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988504  37.31      0.00      0.00      0.00  |__connector
 1683601078     0         0     10209    8.00    0.00    0.00    8.00     2      5.00      0.00 3851748 2988504  37.31      0.00      0.00      0.00  |__0-M
 1683601078     0         0     10210   26.00    0.00    0.00   26.00     0      5.00      0.00 3851748 2988504  37.31      0.00      0.00      0.00  |__1-B
 1683601078     0         0     10211   21.00    0.00    0.00   21.00     1      5.00      0.00 3851748 2988504  37.31      0.00      0.00      0.00  |__2-B
 1683601078     0         0     10212   26.00    0.00    0.00   26.00     3      5.00      0.00 3851748 2988504  37.31      0.00      0.00      0.00  |__3-B
 1683601078     0         0     10238    3.00    0.00    0.00    3.00     2      0.00      0.00 3851748 2988504  37.31      0.00      0.00      0.00  |__roi

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1683601079     0     10201         0  119.00    0.00    0.00  119.00     0     34.00      0.00 3851748 2988440  37.31      0.00      4.00      0.00  game
 1683601079     0         0     10201    1.00    0.00    0.00    1.00     0      0.00      0.00 3851748 2988440  37.31      0.00      0.00      0.00  |__game
 1683601079     0         0     10205    0.00    0.00    0.00    0.00     3      0.00      0.00 3851748 2988440  37.31      0.00      4.00      0.00  |__log_f
 1683601079     0         0     10206    0.00    0.00    0.00    0.00     1     19.00      0.00 3851748 2988440  37.31      0.00      0.00      0.00  |__timer
 1683601079     0         0     10207    0.00    0.00    0.00    0.00     2      0.00      0.00 3851748 2988440  37.31      0.00      0.00      0.00  |__net
 1683601079     0         0     10208    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988440  37.31      0.00      0.00      0.00  |__connector
 1683601079     0         0     10209   42.00    0.00    0.00   42.00     3      0.00      0.00 3851748 2988440  37.31      0.00      0.00      0.00  |__0-M
 1683601079     0         0     10210   26.00    0.00    0.00   26.00     2      5.00      0.00 3851748 2988440  37.31      0.00      0.00      0.00  |__1-B
 1683601079     0         0     10211   20.00    0.00    0.00   20.00     3      5.00      0.00 3851748 2988440  37.31      0.00      0.00      0.00  |__2-B
 1683601079     0         0     10212   26.00    0.00    0.00   26.00     0      5.00      0.00 3851748 2988440  37.31      0.00      0.00      0.00  |__3-B
 1683601079     0         0     10238    4.00    0.00    0.00    4.00     1      0.00      0.00 3851748 2988440  37.31      0.00      0.00      0.00  |__roi

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1683601080     0     10201         0   80.00    0.00    0.00   80.00     1     48.00      0.00 3851748 2988420  37.31      0.00      4.00      0.00  game
 1683601080     0         0     10201    1.00    0.00    0.00    1.00     1      0.00      0.00 3851748 2988420  37.31      0.00      0.00      0.00  |__game
 1683601080     0         0     10205    0.00    0.00    0.00    0.00     3      0.00      0.00 3851748 2988420  37.31      0.00      4.00      0.00  |__log_f
 1683601080     0         0     10206    1.00    0.00    0.00    1.00     1     18.00      0.00 3851748 2988420  37.31      0.00      0.00      0.00  |__timer
 1683601080     0         0     10207    0.00    0.00    0.00    0.00     3      0.00      0.00 3851748 2988420  37.31      0.00      0.00      0.00  |__net
 1683601080     0         0     10208    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988420  37.31      0.00      0.00      0.00  |__connector
 1683601080     0         0     10209    5.00    0.00    0.00    5.00     1     15.00      0.00 3851748 2988420  37.31      0.00      0.00      0.00  |__0-M
 1683601080     0         0     10210   22.00    0.00    0.00   22.00     2      5.00      0.00 3851748 2988420  37.31      0.00      0.00      0.00  |__1-B
 1683601080     0         0     10211   25.00    0.00    0.00   25.00     3      5.00      0.00 3851748 2988420  37.31      0.00      0.00      0.00  |__2-B
 1683601080     0         0     10212   24.00    0.00    0.00   24.00     0      5.00      0.00 3851748 2988420  37.31      0.00      0.00      0.00  |__3-B
 1683601080     0         0     10238    3.00    0.00    0.00    3.00     1      0.00      0.00 3851748 2988420  37.31      0.00      0.00      0.00  |__roi

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1683601081     0     10201         0  110.00    1.00    0.00  111.00     1     42.00      0.00 3851748 2988340  37.31      0.00      0.00      0.00  game
 1683601081     0         0     10201    0.00    0.00    0.00    0.00     1      0.00      0.00 3851748 2988340  37.31      0.00      0.00      0.00  |__game
 1683601081     0         0     10205    0.00    0.00    0.00    0.00     2      0.00      0.00 3851748 2988340  37.31      0.00      0.00      0.00  |__log_f
 1683601081     0         0     10206    0.00    0.00    0.00    0.00     2     22.00      0.00 3851748 2988340  37.31      0.00      0.00      0.00  |__timer
 1683601081     0         0     10207    0.00    0.00    0.00    0.00     3      0.00      0.00 3851748 2988340  37.31      0.00      0.00      0.00  |__net
 1683601081     0         0     10208    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988340  37.31      0.00      0.00      0.00  |__connector
 1683601081     0         0     10209   40.00    0.00    0.00   40.00     3      5.00      0.00 3851748 2988340  37.31      0.00      0.00      0.00  |__0-M
 1683601081     0         0     10210   20.00    0.00    0.00   20.00     2      5.00      0.00 3851748 2988340  37.31      0.00      0.00      0.00  |__1-B
 1683601081     0         0     10211   25.00    0.00    0.00   25.00     1      5.00      0.00 3851748 2988340  37.31      0.00      0.00      0.00  |__2-B
 1683601081     0         0     10212   21.00    0.00    0.00   21.00     0      5.00      0.00 3851748 2988340  37.31      0.00      0.00      0.00  |__3-B
 1683601081     0         0     10238    3.00    0.00    0.00    3.00     2      0.00      0.00 3851748 2988340  37.31      0.00      0.00      0.00  |__roi

#      Time   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1683601082     0     10201         0   84.00    0.00    0.00   84.00     2     41.00      0.00 3851748 2988424  37.31      0.00      4.00      0.00  game
 1683601082     0         0     10201    1.00    0.00    0.00    1.00     2      0.00      0.00 3851748 2988424  37.31      0.00      0.00      0.00  |__game
 1683601082     0         0     10205    0.00    0.00    0.00    0.00     2      0.00      0.00 3851748 2988424  37.31      0.00      4.00      0.00  |__log_f
 1683601082     0         0     10206    0.00    0.00    0.00    0.00     2     16.00      0.00 3851748 2988424  37.31      0.00      0.00      0.00  |__timer
 1683601082     0         0     10207    0.00    0.00    0.00    0.00     2      0.00      0.00 3851748 2988424  37.31      0.00      0.00      0.00  |__net
 1683601082     0         0     10208    0.00    0.00    0.00    0.00     0      0.00      0.00 3851748 2988424  37.31      0.00      0.00      0.00  |__connector
